Scenario,Seed,Customers,Vehicles,Capacity,SimTime,Preset,Swarm,Iterations,QPSO_BestFit,QPSO_MeanFit,QPSO_Time_h,QPSO_Dist_km,QPSO_Compute_ms,QPSO_Feas_pct,PSO_BestFit,PSO_MeanFit,PSO_Time_h,PSO_Dist_km,PSO_Compute_ms,PSO_Feas_pct,GNN_BestFit,GNN_MeanFit,GNN_Time_h,GNN_Dist_km,GNN_Compute_ms,GNN_Feas_pct,QPSO_vs_PSO_FitImp_%,QPSO_vs_PSO_TimeImp_%,PSO_Winner,QPSO_vs_GNN_FitImp_%,QPSO_vs_GNN_TimeImp_%,GNN_Winner
751,90505,10,5,115.9,9.0,rush_hour,44,57,13.98,13.98,13.98,443.67,48.99,100.0,13.51,13.51,13.51,426.92,23.43,100.0,15.45,15.45,15.45,469.05,0.0,100.0,-3.45,-3.45,Classical PSO,9.49,9.49,QPSO
752,44904,14,5,110.1,18.0,incident,37,69,11.44,11.44,11.44,450.94,45.16,100.0,11.6,11.6,11.6,466.08,36.23,100.0,13.37,13.37,13.37,538.67,0.01,100.0,1.4,1.4,QPSO,14.45,14.45,QPSO
753,89511,13,4,96.0,9.0,incident,25,40,13.89,13.89,13.89,546.96,20.16,100.0,13.71,13.71,13.71,510.98,16.64,100.0,17.0,17.0,17.0,684.49,0.47,100.0,-1.29,-1.29,Classical PSO,18.27,18.27,QPSO
754,9906,10,4,74.9,18.0,rush_hour,36,54,9.93,9.93,9.93,404.16,35.71,100.0,10.28,10.28,10.28,426.8,31.96,100.0,11.68,11.68,11.68,476.51,0.05,100.0,3.38,3.38,QPSO,14.97,14.97,QPSO
755,96060,14,5,79.7,17.5,uniform,26,78,10.57,10.57,10.57,473.99,55.8,100.0,11.92,11.92,11.92,511.04,47.19,100.0,14.48,14.48,14.48,657.36,0.01,100.0,11.32,11.32,QPSO,26.99,26.99,QPSO
756,87062,13,4,105.4,8.0,incident,29,64,13.27,13.27,13.27,464.17,40.11,100.0,13.58,13.58,13.58,434.62,35.62,100.0,16.05,16.05,16.05,560.26,0.01,100.0,2.24,2.24,QPSO,17.31,17.31,QPSO
757,87034,20,5,114.8,9.0,rush_hour,39,44,20.07,20.07,20.07,573.86,25.87,100.0,27.08,27.08,27.08,760.82,29.03,100.0,26.09,26.09,26.09,726.81,0.01,100.0,25.9,25.9,QPSO,23.08,23.08,QPSO
758,84726,17,5,108.5,9.0,uniform,27,57,15.32,15.32,15.32,644.3,35.07,100.0,14.72,14.72,14.72,594.01,32.47,100.0,21.34,21.34,21.34,807.22,0.01,100.0,-4.07,-4.07,Classical PSO,28.2,28.2,QPSO
759,9177,16,5,86.6,9.0,rush_hour,30,68,18.5,18.5,18.5,473.83,60.11,100.0,19.68,19.68,19.68,478.28,34.27,100.0,23.44,23.44,23.44,687.18,0.01,100.0,6.0,6.0,QPSO,21.05,21.05,QPSO
760,10096,17,5,100.5,18.0,rush_hour,28,49,12.13,12.13,12.13,540.33,35.79,100.0,14.41,14.41,14.41,651.56,26.45,100.0,16.32,16.32,16.32,729.78,0.01,100.0,15.8,15.8,QPSO,25.63,25.63,QPSO
761,71861,16,4,100.7,13.0,incident,33,46,10.47,10.47,10.47,427.33,35.63,100.0,12.56,12.56,12.56,507.31,25.78,100.0,13.51,13.51,13.51,546.46,0.13,100.0,16.66,16.66,QPSO,22.52,22.52,QPSO
762,5569,11,4,98.6,13.0,uniform,40,49,8.71,8.71,8.71,363.98,29.45,100.0,8.77,8.77,8.77,374.43,23.04,100.0,9.82,9.82,9.82,400.5,0.0,100.0,0.68,0.68,QPSO,11.26,11.26,QPSO
763,86572,20,5,116.6,9.0,uniform,35,65,16.05,16.05,16.05,644.54,48.03,100.0,19.83,19.83,19.83,845.26,35.86,100.0,17.11,17.11,17.11,716.78,0.01,100.0,19.08,19.08,QPSO,6.21,6.21,QPSO
764,76319,10,4,93.9,18.0,uniform,42,54,6.64,6.64,6.64,325.54,27.3,100.0,6.35,6.35,6.35,326.33,23.45,100.0,9.35,9.35,9.35,467.01,0.0,100.0,-4.55,-4.55,Classical PSO,28.98,28.98,QPSO
765,1433,16,6,76.1,9.0,incident,34,65,14.36,14.36,14.36,543.29,39.71,100.0,16.23,16.23,16.23,642.76,50.21,100.0,17.5,17.5,17.5,742.55,0.02,100.0,11.54,11.54,QPSO,17.94,17.94,QPSO
766,8234,20,6,88.3,8.0,rush_hour,34,52,22.45,22.45,22.45,569.03,41.14,100.0,30.03,30.03,30.03,808.42,33.26,100.0,29.19,29.19,29.19,772.36,0.01,100.0,25.25,25.25,QPSO,23.1,23.1,QPSO
767,24149,18,4,118.4,9.0,incident,37,46,14.73,14.73,14.73,543.46,42.46,100.0,14.53,14.53,14.53,543.82,30.13,100.0,18.32,18.32,18.32,671.94,0.01,100.0,-1.36,-1.36,Classical PSO,19.61,19.61,QPSO
768,83656,15,6,74.2,18.0,uniform,29,42,16.35,16.35,16.35,643.06,29.42,100.0,16.24,16.24,16.24,677.37,24.14,100.0,17.18,17.18,17.18,726.63,0.01,100.0,-0.67,-0.67,Classical PSO,4.83,4.83,QPSO
769,26309,10,3,94.5,17.5,incident,34,71,9.78,9.78,9.78,346.88,53.89,100.0,9.23,9.23,9.23,332.0,44.96,100.0,12.58,12.58,12.58,457.54,0.0,100.0,-5.88,-5.88,Classical PSO,22.26,22.26,QPSO
770,70984,17,6,71.9,9.0,incident,26,65,14.08,14.08,14.08,647.79,44.12,100.0,16.95,16.95,16.95,718.7,37.85,100.0,17.51,17.51,17.51,817.98,0.01,100.0,16.91,16.91,QPSO,19.6,19.6,QPSO
771,16491,13,5,117.0,8.5,incident,43,54,13.67,13.67,13.67,474.59,56.84,100.0,14.28,14.28,14.28,488.88,25.5,100.0,14.35,14.35,14.35,492.04,0.05,100.0,4.28,4.28,QPSO,4.78,4.78,QPSO
772,10441,10,3,94.4,13.0,incident,26,55,11.8,11.8,11.8,385.72,34.54,100.0,10.97,10.97,10.97,386.01,27.17,100.0,15.39,15.39,15.39,518.6,0.0,100.0,-7.54,-7.54,Classical PSO,23.35,23.35,QPSO
773,92920,20,8,70.7,9.0,uniform,39,79,19.94,19.94,19.94,768.66,70.95,100.0,22.71,22.71,22.71,911.56,39.41,100.0,26.24,26.24,26.24,1030.47,0.06,100.0,12.19,12.19,QPSO,24.01,24.01,QPSO
774,23372,19,5,110.9,8.0,rush_hour,44,79,19.13,19.13,19.13,539.64,71.81,100.0,20.84,20.84,20.84,552.7,44.75,100.0,24.12,24.12,24.12,645.99,0.01,100.0,8.18,8.18,QPSO,20.69,20.69,QPSO
775,29910,11,5,91.3,9.0,uniform,43,74,6.32,6.32,6.32,259.18,50.54,100.0,6.43,6.43,6.43,303.33,37.51,100.0,8.88,8.88,8.88,387.79,0.01,100.0,1.77,1.77,QPSO,28.86,28.86,QPSO
776,19000,15,4,108.2,9.0,uniform,28,57,14.26,14.26,14.26,554.1,45.7,100.0,13.81,13.81,13.81,549.63,35.52,100.0,16.83,16.83,16.83,712.94,0.01,100.0,-3.27,-3.27,Classical PSO,15.26,15.26,QPSO
777,19512,16,4,104.8,13.0,uniform,43,42,13.2,13.2,13.2,515.69,32.95,100.0,13.53,13.53,13.53,525.54,25.9,100.0,18.9,18.9,18.9,704.42,0.01,100.0,2.44,2.44,QPSO,30.16,30.16,QPSO
778,18481,11,3,108.9,13.0,uniform,25,40,7.05,7.05,7.05,330.98,26.35,100.0,8.84,8.84,8.84,337.37,23.18,100.0,9.03,9.03,9.03,371.73,0.01,100.0,20.27,20.27,QPSO,21.91,21.91,QPSO
779,24516,11,5,90.8,18.0,uniform,31,49,9.78,9.78,9.78,391.8,23.1,100.0,9.9,9.9,9.9,418.54,24.74,100.0,13.39,13.39,13.39,553.01,0.0,100.0,1.18,1.18,QPSO,26.93,26.93,QPSO
780,84863,14,4,90.6,17.5,incident,26,78,13.2,13.2,13.2,500.57,61.14,100.0,14.11,14.11,14.11,560.83,47.34,100.0,19.5,19.5,19.5,799.81,0.01,100.0,6.44,6.44,QPSO,32.33,32.33,QPSO
781,24593,17,5,101.4,9.0,rush_hour,25,75,20.46,20.46,20.46,541.05,68.81,100.0,22.32,22.32,22.32,628.26,28.53,100.0,24.26,24.26,24.26,589.7,0.01,100.0,8.33,8.33,QPSO,15.68,15.68,QPSO
782,31885,13,3,119.3,17.5,rush_hour,42,72,11.08,11.08,11.08,461.24,42.23,100.0,11.07,11.07,11.07,483.57,34.04,100.0,14.18,14.18,14.18,586.0,0.02,100.0,-0.05,-0.05,Classical PSO,21.88,21.88,QPSO
783,29740,17,6,83.8,8.0,uniform,40,71,14.44,14.44,14.44,555.66,61.37,100.0,16.35,16.35,16.35,672.21,31.6,100.0,18.96,18.96,18.96,787.33,0.01,100.0,11.64,11.64,QPSO,23.81,23.81,QPSO
784,24111,12,5,72.7,9.0,uniform,38,56,11.58,11.58,11.58,445.07,42.66,100.0,12.4,12.4,12.4,499.23,30.59,100.0,12.22,12.22,12.22,508.43,0.01,100.0,6.59,6.59,QPSO,5.22,5.22,QPSO
785,44816,19,7,72.2,17.5,uniform,30,41,18.87,18.87,18.87,737.97,33.57,100.0,21.2,21.2,21.2,820.03,23.29,100.0,23.16,23.16,23.16,903.17,0.01,100.0,10.98,10.98,QPSO,18.52,18.52,QPSO
786,64577,18,7,73.5,18.0,rush_hour,43,77,15.91,15.91,15.91,680.93,64.54,100.0,15.91,15.91,15.91,716.42,49.63,100.0,19.43,19.43,19.43,814.41,0.02,100.0,-0.02,-0.02,Classical PSO,18.11,18.11,QPSO
787,43725,16,5,107.4,8.5,uniform,35,54,12.77,12.77,12.77,546.81,27.14,100.0,12.64,12.64,12.64,568.71,34.83,100.0,13.52,13.52,13.52,600.06,0.03,100.0,-1.02,-1.02,Classical PSO,5.58,5.58,QPSO
788,13853,13,4,113.5,8.5,uniform,40,77,7.65,7.65,7.65,319.23,56.87,100.0,8.7,8.7,8.7,377.71,44.68,100.0,8.52,8.52,8.52,339.96,0.01,100.0,12.04,12.04,QPSO,10.22,10.22,QPSO
789,64492,10,5,77.2,8.5,rush_hour,36,48,19.41,19.41,19.41,544.98,28.11,100.0,19.29,19.29,19.29,508.25,21.76,100.0,21.43,21.43,21.43,597.88,0.01,100.0,-0.62,-0.62,Classical PSO,9.41,9.41,QPSO
790,60996,13,3,118.8,9.0,uniform,26,76,8.04,8.04,8.04,339.18,48.8,100.0,10.12,10.12,10.12,404.66,47.51,100.0,12.86,12.86,12.86,500.68,0.01,100.0,20.56,20.56,QPSO,37.49,37.49,QPSO
791,8818,14,5,75.6,13.0,rush_hour,30,61,11.77,11.77,11.77,443.51,41.42,100.0,12.36,12.36,12.36,494.53,25.3,100.0,15.72,15.72,15.72,639.16,0.01,100.0,4.75,4.75,QPSO,25.11,25.11,QPSO
792,29816,14,4,109.5,17.5,incident,32,45,12.77,12.77,12.77,505.57,28.22,100.0,14.31,14.31,14.31,618.52,23.81,100.0,16.23,16.23,16.23,661.73,0.01,100.0,10.8,10.8,QPSO,21.32,21.32,QPSO
793,54961,18,4,113.1,17.5,rush_hour,39,57,11.79,11.79,11.79,551.35,49.88,100.0,12.86,12.86,12.86,581.67,36.87,100.0,14.9,14.9,14.9,773.09,0.01,100.0,8.32,8.32,QPSO,20.85,20.85,QPSO
794,2901,16,5,82.4,17.5,uniform,43,49,15.01,15.01,15.01,629.35,24.44,100.0,16.87,16.87,16.87,733.38,23.04,100.0,18.53,18.53,18.53,851.16,0.05,100.0,11.0,11.0,QPSO,18.96,18.96,QPSO
795,76196,10,3,119.0,13.0,incident,41,42,8.34,8.34,8.34,327.63,21.46,100.0,8.57,8.57,8.57,352.26,21.1,100.0,13.75,13.75,13.75,595.63,0.0,100.0,2.64,2.64,QPSO,39.31,39.31,QPSO
796,56797,18,5,94.0,13.0,rush_hour,32,45,15.12,15.12,15.12,589.06,36.96,100.0,16.81,16.81,16.81,679.62,24.23,100.0,18.8,18.8,18.8,748.72,0.01,100.0,10.1,10.1,QPSO,19.61,19.61,QPSO
797,74202,10,3,117.5,9.0,rush_hour,32,45,10.69,10.69,10.69,302.64,26.19,100.0,11.32,11.32,11.32,328.32,28.23,100.0,13.4,13.4,13.4,378.06,0.0,100.0,5.58,5.58,QPSO,20.22,20.22,QPSO
798,3087,17,6,78.1,17.5,incident,43,41,15.39,15.39,15.39,603.9,36.19,100.0,17.68,17.68,17.68,697.85,15.7,100.0,19.04,19.04,19.04,729.2,0.07,100.0,12.99,12.99,QPSO,19.17,19.17,QPSO
799,60616,17,5,113.7,8.5,rush_hour,45,69,23.95,23.95,23.95,600.87,56.36,100.0,25.72,25.72,25.72,643.49,31.21,100.0,27.01,27.01,27.01,666.56,0.01,100.0,6.87,6.87,QPSO,11.33,11.33,QPSO
800,93261,20,5,113.0,13.0,incident,35,73,14.92,14.92,14.92,637.04,62.03,100.0,17.83,17.83,17.83,730.7,41.59,100.0,18.58,18.58,18.58,773.08,0.23,100.0,16.34,16.34,QPSO,19.72,19.72,QPSO
801,5287,14,4,107.6,18.0,uniform,44,61,11.92,11.92,11.92,489.24,61.17,100.0,13.15,13.15,13.15,535.69,30.56,100.0,14.45,14.45,14.45,583.4,0.01,100.0,9.32,9.32,QPSO,17.53,17.53,QPSO
802,97437,10,3,114.4,13.0,rush_hour,39,79,7.13,7.13,7.13,261.03,49.28,100.0,7.13,7.13,7.13,261.03,30.94,100.0,7.46,7.46,7.46,292.81,0.01,100.0,0.0,0.0,Tie,4.41,4.41,QPSO
803,6357,15,5,78.8,17.5,incident,31,48,13.84,13.84,13.84,560.96,33.28,100.0,13.59,13.59,13.59,555.34,25.18,100.0,17.28,17.28,17.28,732.04,0.01,100.0,-1.8,-1.8,Classical PSO,19.9,19.9,QPSO
804,44899,13,4,102.5,18.0,uniform,35,62,13.96,13.96,13.96,519.11,51.69,100.0,13.02,13.02,13.02,496.45,45.5,100.0,18.07,18.07,18.07,669.05,0.04,100.0,-7.21,-7.21,Classical PSO,22.74,22.74,QPSO
805,36043,18,6,83.9,9.0,rush_hour,39,71,24.52,24.52,24.52,612.47,63.71,100.0,25.08,25.08,25.08,649.94,44.96,100.0,28.32,28.32,28.32,745.94,0.01,100.0,2.22,2.22,QPSO,13.4,13.4,QPSO
806,66726,18,5,93.5,13.0,incident,36,44,17.11,17.11,17.11,652.94,34.94,100.0,20.2,20.2,20.2,763.14,24.65,100.0,21.34,21.34,21.34,845.28,0.01,100.0,15.26,15.26,QPSO,19.8,19.8,QPSO
807,25687,17,6,74.0,9.0,uniform,28,50,15.23,15.23,15.23,647.18,37.1,100.0,16.13,16.13,16.13,623.88,33.19,100.0,20.55,20.55,20.55,823.17,0.01,100.0,5.54,5.54,QPSO,25.89,25.89,QPSO
808,37168,11,3,94.8,17.5,incident,25,58,10.64,10.64,10.64,432.07,39.86,100.0,10.25,10.25,10.25,393.74,22.43,100.0,14.3,14.3,14.3,614.67,0.01,100.0,-3.88,-3.88,Classical PSO,25.55,25.55,QPSO
809,55596,20,6,93.7,13.0,incident,45,41,15.46,15.46,15.46,651.5,46.81,100.0,16.51,16.51,16.51,696.49,26.39,100.0,21.28,21.28,21.28,926.73,0.02,100.0,6.38,6.38,QPSO,27.34,27.34,QPSO
810,39209,13,5,71.1,17.5,incident,35,66,11.31,11.31,11.31,564.02,41.47,100.0,11.56,11.56,11.56,582.98,47.21,100.0,11.34,11.34,11.34,564.81,0.01,100.0,2.13,2.13,QPSO,0.28,0.28,QPSO
811,76851,15,5,94.3,13.0,rush_hour,43,48,12.32,12.32,12.32,559.3,37.32,100.0,13.28,13.28,13.28,616.09,15.95,100.0,14.14,14.14,14.14,635.06,0.04,100.0,7.16,7.16,QPSO,12.81,12.81,QPSO
812,41172,12,5,81.3,9.0,uniform,29,62,10.89,10.89,10.89,416.79,39.55,100.0,11.79,11.79,11.79,462.17,37.33,100.0,11.91,11.91,11.91,475.99,0.02,100.0,7.62,7.62,QPSO,8.57,8.57,QPSO
813,38274,17,5,100.9,18.0,incident,34,51,14.77,14.77,14.77,649.12,42.54,100.0,17.75,17.75,17.75,812.05,36.57,100.0,17.58,17.58,17.58,786.12,0.08,100.0,16.77,16.77,QPSO,15.96,15.96,QPSO
814,23984,20,7,78.1,8.0,rush_hour,43,48,27.45,27.45,27.45,701.12,49.45,100.0,29.98,29.98,29.98,758.9,17.76,100.0,30.98,30.98,30.98,792.83,0.01,100.0,8.43,8.43,QPSO,11.39,11.39,QPSO
815,58788,14,5,79.2,18.0,rush_hour,36,49,11.81,11.81,11.81,509.5,37.03,100.0,12.59,12.59,12.59,517.73,22.99,100.0,12.43,12.43,12.43,513.17,0.01,100.0,6.26,6.26,QPSO,5.0,5.0,QPSO
816,49878,17,5,96.7,8.0,rush_hour,40,49,21.73,21.73,21.73,579.31,50.27,100.0,26.15,26.15,26.15,705.77,36.05,100.0,25.88,25.88,25.88,709.86,0.01,100.0,16.89,16.89,QPSO,16.03,16.03,QPSO
817,61036,15,6,70.2,18.0,incident,34,70,12.98,12.98,12.98,532.88,46.91,100.0,14.6,14.6,14.6,621.65,34.73,100.0,18.75,18.75,18.75,715.82,0.01,100.0,11.13,11.13,QPSO,30.78,30.78,QPSO
818,38988,19,5,110.0,9.0,incident,28,70,15.89,15.89,15.89,610.18,54.0,100.0,18.9,18.9,18.9,723.55,36.2,100.0,20.57,20.57,20.57,781.39,0.01,100.0,15.91,15.91,QPSO,22.73,22.73,QPSO
819,6253,12,5,85.4,17.5,uniform,39,62,12.65,12.65,12.65,469.28,51.97,100.0,13.85,13.85,13.85,555.23,39.19,100.0,14.74,14.74,14.74,532.08,0.01,100.0,8.63,8.63,QPSO,14.16,14.16,QPSO
820,13121,15,4,100.4,17.5,incident,32,57,11.91,11.91,11.91,530.03,38.11,100.0,13.76,13.76,13.76,573.57,29.8,100.0,16.3,16.3,16.3,697.01,0.01,100.0,13.4,13.4,QPSO,26.91,26.91,QPSO
821,26652,10,4,96.9,18.0,incident,27,72,9.25,9.25,9.25,398.75,36.42,100.0,9.98,9.98,9.98,390.6,32.35,100.0,12.79,12.79,12.79,552.23,0.07,100.0,7.37,7.37,QPSO,27.69,27.69,QPSO
822,52697,13,4,85.9,18.0,rush_hour,37,49,9.43,9.43,9.43,420.34,36.99,100.0,10.55,10.55,10.55,519.96,39.0,100.0,10.26,10.26,10.26,469.3,0.01,100.0,10.62,10.62,QPSO,8.1,8.1,QPSO
823,94842,16,5,89.3,9.0,rush_hour,36,59,20.46,20.46,20.46,569.38,47.72,100.0,21.46,21.46,21.46,604.11,32.91,100.0,22.47,22.47,22.47,644.41,0.01,100.0,4.62,4.62,QPSO,8.93,8.93,QPSO
824,59402,18,6,80.8,18.0,rush_hour,39,58,15.27,15.27,15.27,640.64,48.79,100.0,15.45,15.45,15.45,640.59,36.67,100.0,17.31,17.31,17.31,716.71,0.01,100.0,1.18,1.18,QPSO,11.76,11.76,QPSO
825,22468,16,6,77.0,8.5,uniform,34,70,14.95,14.95,14.95,575.29,55.01,100.0,15.4,15.4,15.4,624.37,40.75,100.0,19.23,19.23,19.23,772.18,0.01,100.0,2.95,2.95,QPSO,22.27,22.27,QPSO
826,69852,15,5,116.7,8.0,uniform,38,80,11.05,11.05,11.05,452.35,51.36,100.0,10.53,10.53,10.53,449.59,40.46,100.0,13.34,13.34,13.34,563.15,0.01,100.0,-4.96,-4.96,Classical PSO,17.13,17.13,QPSO
827,36825,16,5,97.8,8.5,uniform,37,58,12.39,12.39,12.39,499.09,46.18,100.0,12.4,12.4,12.4,476.42,36.85,100.0,16.25,16.25,16.25,659.11,0.02,100.0,0.07,0.07,QPSO,23.77,23.77,QPSO
828,73596,17,5,111.1,17.5,rush_hour,40,75,15.44,15.44,15.44,596.69,62.78,100.0,15.6,15.6,15.6,609.37,42.05,100.0,17.33,17.33,17.33,661.71,0.01,100.0,1.01,1.01,QPSO,10.93,10.93,QPSO
829,97974,17,6,71.3,8.5,rush_hour,34,80,32.09,32.09,32.09,733.82,50.15,100.0,31.34,31.34,31.34,707.64,36.82,100.0,33.11,33.11,33.11,749.52,0.01,100.0,-2.38,-2.38,Classical PSO,3.08,3.08,QPSO
830,84435,17,5,102.7,13.0,uniform,40,55,13.8,13.8,13.8,570.41,42.48,100.0,15.56,15.56,15.56,629.48,36.55,100.0,19.13,19.13,19.13,866.72,0.01,100.0,11.32,11.32,QPSO,27.86,27.86,QPSO
831,4728,11,3,94.7,17.5,incident,36,77,8.77,8.77,8.77,308.18,65.94,100.0,9.58,9.58,9.58,370.02,43.54,100.0,10.21,10.21,10.21,372.15,0.01,100.0,8.46,8.46,QPSO,14.11,14.11,QPSO
832,63978,19,5,113.4,18.0,uniform,36,72,14.68,14.68,14.68,599.5,53.91,100.0,16.1,16.1,16.1,698.02,35.25,100.0,21.55,21.55,21.55,858.96,0.01,100.0,8.82,8.82,QPSO,31.88,31.88,QPSO
833,97070,19,5,112.3,17.5,uniform,29,60,13.6,13.6,13.6,520.38,50.09,100.0,16.56,16.56,16.56,669.8,30.24,100.0,15.25,15.25,15.25,573.09,0.01,100.0,17.88,17.88,QPSO,10.8,10.8,QPSO
834,61429,12,5,78.2,9.0,rush_hour,45,62,14.58,14.58,14.58,378.41,40.8,100.0,14.23,14.23,14.23,415.16,44.7,100.0,18.73,18.73,18.73,580.75,0.01,100.0,-2.47,-2.47,Classical PSO,22.17,22.17,QPSO
835,7385,14,4,96.5,17.5,uniform,45,51,12.3,12.3,12.3,542.78,36.26,100.0,13.39,13.39,13.39,599.94,28.48,100.0,16.78,16.78,16.78,690.67,0.01,100.0,8.18,8.18,QPSO,26.71,26.71,QPSO
836,13387,19,5,97.2,18.0,rush_hour,33,63,15.09,15.09,15.09,618.98,69.15,100.0,17.01,17.01,17.01,671.53,31.92,100.0,19.82,19.82,19.82,826.6,0.05,100.0,11.3,11.3,QPSO,23.85,23.85,QPSO
837,13561,18,5,111.2,8.5,incident,34,63,18.46,18.46,18.46,668.25,44.22,100.0,19.53,19.53,19.53,711.51,37.63,100.0,19.08,19.08,19.08,738.78,0.01,100.0,5.51,5.51,QPSO,3.27,3.27,QPSO
838,64556,16,4,116.0,8.0,uniform,29,72,11.02,11.02,11.02,475.81,47.62,100.0,14.01,14.01,14.01,594.29,43.26,100.0,12.2,12.2,12.2,530.55,0.01,100.0,21.35,21.35,QPSO,9.66,9.66,QPSO
839,29981,13,4,90.9,8.0,uniform,25,70,13.92,13.92,13.92,492.26,52.7,100.0,16.16,16.16,16.16,609.73,46.92,100.0,18.21,18.21,18.21,686.15,0.05,100.0,13.87,13.87,QPSO,23.56,23.56,QPSO
840,46640,14,5,77.0,17.5,incident,35,51,11.78,11.78,11.78,485.61,32.69,100.0,11.78,11.78,11.78,485.61,32.51,100.0,14.83,14.83,14.83,637.71,0.01,100.0,-0.0,0.0,Tie,20.59,20.59,QPSO
841,94047,14,4,107.2,8.5,uniform,29,54,11.2,11.2,11.2,422.54,33.61,100.0,10.5,10.5,10.5,449.34,30.77,100.0,12.11,12.11,12.11,482.54,0.01,100.0,-6.65,-6.65,Classical PSO,7.5,7.5,QPSO
842,41295,12,4,76.5,13.0,incident,28,44,13.5,13.5,13.5,481.26,34.4,100.0,11.76,11.76,11.76,391.44,21.98,100.0,15.64,15.64,15.64,539.76,0.01,100.0,-14.78,-14.78,Classical PSO,13.68,13.68,QPSO
843,3464,17,6,72.1,8.0,incident,41,77,17.02,17.02,17.02,694.06,61.36,100.0,17.56,17.56,17.56,709.16,47.2,100.0,19.54,19.54,19.54,782.75,0.01,100.0,3.05,3.05,QPSO,12.87,12.87,QPSO
844,8768,17,4,115.4,8.0,rush_hour,25,46,22.52,22.52,22.52,614.16,29.21,100.0,27.17,27.17,27.17,644.45,26.13,100.0,23.56,23.56,23.56,649.94,0.01,100.0,17.13,17.13,QPSO,4.41,4.41,QPSO
845,17225,19,5,99.4,8.5,incident,36,41,16.33,16.33,16.33,578.86,39.25,100.0,19.03,19.03,19.03,738.25,24.1,100.0,20.85,20.85,20.85,797.98,0.01,100.0,14.16,14.16,QPSO,21.65,21.65,QPSO
846,12898,12,4,117.4,9.0,uniform,41,79,10.66,10.66,10.66,469.92,54.73,100.0,11.14,11.14,11.14,469.31,45.33,100.0,11.1,11.1,11.1,494.02,0.01,100.0,4.31,4.31,QPSO,3.95,3.95,QPSO
847,32696,18,6,75.0,17.5,uniform,31,58,17.4,17.4,17.4,746.6,45.04,100.0,17.69,17.69,17.69,708.88,24.61,100.0,20.41,20.41,20.41,915.3,0.01,100.0,1.64,1.64,QPSO,14.73,14.73,QPSO
848,23514,18,4,118.7,8.5,incident,40,63,15.21,15.21,15.21,567.39,61.4,100.0,16.06,16.06,16.06,573.35,33.3,100.0,17.26,17.26,17.26,650.33,0.01,100.0,5.32,5.32,QPSO,11.89,11.89,QPSO
849,92505,19,6,92.0,8.5,rush_hour,37,67,23.76,23.76,23.76,547.62,68.32,100.0,30.74,30.74,30.74,693.52,37.55,100.0,26.59,26.59,26.59,634.03,0.13,100.0,22.71,22.71,QPSO,10.67,10.67,QPSO
850,29085,18,5,90.4,8.0,rush_hour,28,73,22.94,22.94,22.94,626.39,66.37,100.0,24.66,24.66,24.66,718.05,35.25,100.0,24.93,24.93,24.93,688.1,0.01,100.0,6.96,6.96,QPSO,7.98,7.98,QPSO
851,18814,17,5,105.2,8.0,rush_hour,40,47,19.37,19.37,19.37,596.97,35.81,100.0,20.8,20.8,20.8,611.26,28.1,100.0,20.23,20.23,20.23,619.4,0.01,100.0,6.84,6.84,QPSO,4.23,4.23,QPSO
852,51434,14,5,100.0,18.0,rush_hour,32,75,10.01,10.01,10.01,458.59,57.04,100.0,10.1,10.1,10.1,469.92,45.25,100.0,11.91,11.91,11.91,533.42,0.01,100.0,0.96,0.96,QPSO,16.02,16.02,QPSO
853,54383,14,5,79.4,13.0,incident,36,51,11.88,11.88,11.88,525.57,36.03,100.0,12.66,12.66,12.66,552.67,20.36,100.0,16.56,16.56,16.56,748.16,0.01,100.0,6.21,6.21,QPSO,28.28,28.28,QPSO
854,2675,20,5,103.6,13.0,incident,27,47,14.67,14.67,14.67,599.59,24.58,100.0,16.04,16.04,16.04,645.01,15.74,100.0,18.59,18.59,18.59,760.33,0.01,100.0,8.56,8.56,QPSO,21.08,21.08,QPSO
855,19791,16,4,104.8,18.0,uniform,27,63,13.41,13.41,13.41,585.53,29.69,100.0,14.33,14.33,14.33,649.43,24.1,100.0,15.66,15.66,15.66,736.69,0.01,100.0,6.39,6.39,QPSO,14.35,14.35,QPSO
856,27094,15,5,99.7,8.0,uniform,38,71,11.01,11.01,11.01,495.52,34.53,100.0,11.61,11.61,11.61,499.27,28.31,100.0,13.67,13.67,13.67,604.97,0.34,100.0,5.24,5.24,QPSO,19.48,19.48,QPSO
857,37505,19,5,107.8,9.0,rush_hour,44,65,25.08,25.08,25.08,709.74,59.83,100.0,24.13,24.13,24.13,680.05,24.84,100.0,30.92,30.92,30.92,899.51,0.01,100.0,-3.93,-3.93,Classical PSO,18.89,18.89,QPSO
858,64508,18,6,77.4,8.0,uniform,33,71,16.37,16.37,16.37,709.54,40.41,100.0,16.7,16.7,16.7,712.66,29.89,100.0,17.82,17.82,17.82,761.05,0.01,100.0,1.99,1.99,QPSO,8.15,8.15,QPSO
859,66178,13,5,71.5,8.0,rush_hour,25,51,21.62,21.62,21.62,534.07,26.72,100.0,23.27,23.27,23.27,602.39,13.11,100.0,25.93,25.93,25.93,661.71,0.01,100.0,7.08,7.08,QPSO,16.62,16.62,QPSO
860,51152,19,7,77.6,8.0,incident,41,71,17.99,17.99,17.99,725.15,42.7,100.0,19.69,19.69,19.69,771.55,23.37,100.0,24.15,24.15,24.15,1022.01,0.01,100.0,8.61,8.61,QPSO,25.51,25.51,QPSO
